Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,2021-03-26,52173.8679802456,52335.565034056,53209.4063842316,50458.0999654431
BTC,2021-03-27,54483.0457323,51344.0489802149,54806.8815135324,51286.2911772789
BTC,2021-03-28,56234.3561050027,55067.8243992337,56520.3072872845,54022.0769411946
BTC,2021-03-29,55343.9258153269,55843.7489159098,56541.0065274396,54741.6263732317
BTC,2021-03-30,57627.6792491031,55786.5460749289,58353.5293934274,54929.6805881028
BTC,2021-03-31,58734.4754337222,57613.1612610215,59379.9921589643,57069.2292723107
BTC,2021-04-01,58724.6645166272,58810.1558902316,59835.392334136,56934.3121158485
BTC,2021-04-02,58984.6129299288,58764.4330922567,59458.9845627677,57973.352097854
BTC,2021-04-03,58821.6269944414,58726.0845659329,60101.7523258852,58478.5983494219
BTC,2021-04-04,57517.7987731414,58958.4289847544,59713.2101360277,57185.7680059776
BTC,2021-04-05,58177.4027637323,57134.860051301,58540.9847064005,56552.2222746656
BTC,2021-04-06,58843.5595402095,58230.6755383335,59243.0361752688,56846.9690472223
BTC,2021-04-07,58040.1876018833,59133.6557404877,59484.1994747287,57421.85308528
BTC,2021-04-08,56508.9428638801,58030.6218488382,58645.7729706819,55541.9061341434
BTC,2021-04-09,57880.9056838598,55996.080360144,58179.6568636965,55758.4911781937
BTC,2021-04-10,58171.9090187021,58094.7441282731,58880.8216078339,57717.8597781978
BTC,2021-04-11,59295.950044014,58149.6505908122,61065.2226248324,57924.0752636046
BTC,2021-04-12,59822.9016774304,59765.1038183476,60588.4719725509,59229.8601057682
BTC,2021-04-13,59853.1972422704,59998.1599130997,61219.7186131498,59428.2147494889
BTC,2021-04-14,63223.8843907858,59841.5613729139,63707.342359208,59799.4405780877
BTC,2021-04-15,62926.5571759009,63562.6735446382,64801.787869525,61400.2839683111
BTC,2021-04-16,63346.7890351052,62987.2701787333,63850.2507346948,62094.6329143272
BTC,2021-04-17,61965.7825980957,63225.0939171782,63520.3253743417,60033.5346667838
BTC,2021-04-18,60574.4447282273,61444.2325029806,62534.0284980254,59802.8892670907
BTC,2021-04-19,56850.8301656893,60191.5254059278,60531.9888482489,52148.9835438328
BTC,2021-04-20,56224.1015877117,56335.3891413899,57609.3681180061,54449.2453296336
BTC,2021-04-21,56608.7697483925,55723.2272628006,57121.9439016309,53442.8516601945
BTC,2021-04-22,54144.4274760563,56508.1512444248,56809.1463930716,53913.850515382
BTC,2021-04-23,51965.0595594061,53830.8238641807,55471.076371955,50500.7318617182
BTC,2021-04-24,50669.1443821756,51714.0739702794,52111.1850681793,47467.9120320183
BTC,2021-04-25,50733.7695036374,51217.1723295026,51253.4429476246,48932.1588139391
BTC,2021-04-26,48542.9522029844,50177.2374032254,50668.6590249368,47105.5930680066
BTC,2021-04-27,53558.7078446195,49139.2309545102,54398.5927883666,48854.5813736666
BTC,2021-04-28,55123.8619814166,54059.4740685049,55398.0741517103,53351.1153983396
BTC,2021-04-29,54591.5153255436,55086.9387053242,56458.6358118116,53915.3548335028
BTC,2021-04-30,53260.2953411529,54893.8716690807,55224.9079561952,52403.7436077167
BTC,2021-05-01,57302.6464240813,53598.8795025724,57434.9331269941,53097.7627943494
BTC,2021-05-02,57677.9752218988,57741.0209101257,58511.2560485114,57062.7000705128
BTC,2021-05-03,56427.0431250152,57824.3001866402,57925.7415674161,56123.0395077865
